id,brand,title,description,price,cluster_id,pricecurrency,page_url
4002,,Xiaomi Redmi Note 8 Pro128GB (6GB RAM),"6.53\"" FHD+ (2340x1080) with Gorilla Glass 5 (Front/Back), Dual SIM, Mediatek Helio G90T Octa-core,6GB RAM, 128GB Flash, Quad Camera System: 64Mpixel f/1.9 + 8Mpixel f/2.2 + 2Mpixel f/2.4 + 2Mpixel f/2.4 (Back), 20Mpixel f/2.0 (Front), microSD, Android",2690,201669,,
4003,,180cm Multi Level Cat Scratching Tree Post - Grey,180cm Multi Level Cat Scratching Tree Post - Grey,102.90,1093360,,
4004,,"12\"" Jr. Double Header - White","It's like twofer or buy-one-get-one, only in this case it's way better than the deal at the grocery store. The 12\"" Jr. Double Header Dong is the ultimate sex toy for shared orgasmic pleasure. Each end of this tantalizing dildo features a realistic tip, joined in the middle by a luscious, lifelike black shaft, complete with bulging veins. It's like two dongs in one! Use with a partner or enjoy all 12\"" of this twofer by yourself. Made from phthalate-free body safe material, which includes Doc's anti-bacterial Sil-A-Gel formula and is proudly made in America.Product DetailsWeight:1.05 lbsWidth:1.50 InchesLength:11.80 InchesInsertable Length:11.60 InchesFeatures:Made in USA - Made in USA products are manufacturer in the United States of America.Materials:PVC - PVC, sometimes referred to as jelly, is a plastic made more flexible and soft by the addition of plasticizers or phthalates. Some odor is usually detectable with PVC toys. Use soap and warm water or toy cleaner to disinfect.Color:BeigeTexture:Veiny - Quality of raised markings that bear a physical resemblance to the veins on a penis.Shapes:Double Ended - Has two usable sides.Manufacturer: Doc JohnsonBrand: The ClassicsUPC: 782421103903SKU: DJ0212-01",,706446,,
4005,TISSOT,TISSOT -T-Race Chronograph- T115.417.27.061.00,"Swiss-made quartz movementWidth 43mmScratch-resistant sapphire crystalGender: MaleOrigin Swiss MadeCollection T-SportCase shape roundWaterproof up to a pressure of 10 bar (100 meters / 330 feet)316L stainless steel case with black PVD PVD = Physical Vapour Deposition ist die wörtliche Übersetzung. Darunter versteht man die Vakuum-Metallisierung, also das Aufdampfen verschiedenster Materiallien wie z.B. Aluminium, Gold, Silber, Platin, Chrom usw. als Oberflächenveredelung. Diese Beschichtungsweisen werden überall eingesetzt, wo massive und teure Edelmetallteile durch beschichtete Komponenten ersetzt werden können.PVD = Physical vapour deposition is the word to word translation. PVD is a method of vacuum deposition and is a general term used to describe any of a variety of methods to deposit thin films by the condensation of a vaporized form of the material onto various surfaces ( e.g. aluminium, gold, silver, platinum, chrome, etc.) as a surface processing.These coating methods are used wherever solid and precious metals can be replaced by coated components. coatingLength 47,6mmLug 22mmThickness 12.3mmWeight 110gDial color anthracitedigit indexCaliberThe indication for size and characteristic forms of movement, as well as the arrangement of plate, bridge, cock, barrel and escapement. ETA G10.212Dial (hour, minute, decentral second, date)Functions 30-minute and 10-second counters, central 60-second chronograph hand, add and split functionsTape siliconeFront SyntheticBack side syntheticRibbon color blackstandard buckleThe Tissot T-Race Quartz Eine Quartzuhr ist eine Uhr, deren Taktgeber kein mechanisches Pendel, sondern ein elektronischer Quartzoszillator ist, dessen Frequenz mit Hilfe eines Schwingquartzes besonders genau eingehalten wird. Die Stromversorgung erfolgt mittels einer Batterie (Lebensdauer ca. 1 Jahr)A clock that doesn’t use a pendulum. to set the beat, but an electronic oscillator which is regulated by a quartz crystal to keep the time. This oscillator creates a signal with a very precise frequency. Its power supply comes from a battery ( durability about 1 year ) is very popular with Tissot Motorsport ambassadors and is also one of the winners next to the racetrack.This sporty watch has a 316L stainless steel case with crown protection and its black black PVD bezel is unmistakably inspired by racing.The scratch-resistant sapphire crystal protects three chronograph counters and the date display at 3 o'clock, a tachymeter surrounds the dial.Accelerate in the fast lane with your Tissot T-Race watch - with a Swiss Made Quartz engine!This Tissot T-Race Quartz watch has a black rubber strap with pin buckle and an anthracite dial with indexes.Watch rate warrantyEach of these clocks is subjected to a series of quality tests by our clockmakers just prior to its delivery. So any quality mistakes are nearly impossible!Original TISSOT box with detailed operating instructions",521.51,6810101,,
4006,,Blackmagic Design ATEM Production Studio 4K,"ATEM Production Studio 4KThe world's first Ultra HD 4K live production switcher! Features 6G-SDI in SD, HD and Ultra HD!","1 860,20 €",1263992,,
4007,,RAY BAN RB2168 901/31,,,2630003,,
4008,Fender,Fender 60CL Phosphor Bronze Wound Acoustic Strings (11-52),"Fender Acoustic Phosphor Bronze strings deliver rich, warm tones with complex harmonics.They are ideal for singer/songwritersand solo performances..011 - .052",4.99,1186992,,
4009,BROTHER,Cartouche BROTHER (Blister) LC-1100 PACK 4 CART BLIST,Cartouche BROTHER (Blister) LC-1100 PACK 4 CART BLIST- F/ DCP385C/585C MFC490C/790CW,50.99,103546,,
4010,,Panerai Luminor 1950 Chrono Monopulsante 8 Days GMT TitanioPAM00311 New with tags Mens Watch,,,33950763,,
4011,,Cisco Catalyst 2960X-24PS-L 24 Ports Manageable Ethernet Switch,,"1,719.71",541840,,
4012,Continental,Tire Continental Grand Prix 5000 - 700 x 25 Clincher Black,,74.99,2577022,,
4013,PHILIPS,G5 Fluorescent Lamp T5 39w 4000K /840 White PHILIPS,,2.03,3613441,,
4014,Logitech,Logitech G Saitek PRO Flight Multi Panel |,Accessoires - Volants & Joysticks - Logitech G Saitek PRO Flight Multi Panel |,123.00,892831,,
4015,,Flash Furniture 24'' High Metal Barstool with Back CH-31320-24GB,"The high back, Bistro style counter stool will give your dining room or bar decor a cool retro-vintage feel.This stylish metal stool features a curved back with a vertical slat and a cross brace under the seat for added support and stability.A drain hole in the center of the seat allows water to drain, preventing rust. The lower support brace doubles as a footrest, and plastic floor glides protect your floor by sliding smoothly when moving it.Galvanized steel construction and a powder coat finish ensure durability and easy maintenance.Designed for both commercial and residential use, this trend-setting counter stool is a great choice for your restaurant's outdoor dining area or your home bar.Bistro Style Counter Stool500 lb. Weight CapacityStacks up to 8 Chairs HighCurved Back with Vertical SlatDrain Hole in SeatSeat Size: 12''W x 12''DPowder Coat FinishGalvanized Steel ConstructionCross Brace under seat provides extra stabilityFootrestProtective Plastic Floor GlidesLightweight DesignDesigned for Indoor and Outdoor UseDesigned for Commercial and Residential UseSingle Unit Weight:15.76 lbs17.75\""W X 20\""D X 39.25\""HBack Width:17.750\""Back Height From Seat:16.25\""Seat Height:24.25\""",54.99,1698025,,
4016,,"RAM-201U-B RAM Mounts Short Double Socket Arm for C Size 1.5\"" Balls","RAM Mounts793442020124RAM-201U-B RAM Mounts Short Double Socket Arm for C Size 1.5\"" BallsNOTE: THIS ITEM FEATURES SOCKETS FOR 1.5\"" (ONE AND ONE HALF INCH) BALLS. IT IS NOT COMPATIBLE WITH RAM MOUNTS B-SIZED 1\"" (ONE INCH) BALLS. NO REFUNDS FOR FAILURE TO READ DESCRIPTION!The RAM-201U-B, short double socket arm, has a socket at both ends that accommodates 1.5\"" ball bases. This socket technology allows for almost infinite adjustment and perfect viewing angles.Dimensions: Overall Length: 3.5\"" Socket-To-Socket Length: 2.25\""Material: Powder Coated Marine Grade AluminumBall Size: 1.5\"" Rubber Ball SizeNote: The \""U\"" in the part number reflects product packaged in poly bag. THIS ITEM FEATURES SOCKETS FOR 1.5\"" (ONE AND ONE HALF INCH) BALLS. IT IS NOT COMPATIBLE WITH RAM MOUNTS B-SIZED 1\"" (ONE INCH) BALLS. NO REFUNDS FOR FAILURE TO READ DESCRIPTION!Weight: 0.51 lbs.",19.49,93315,,
4017,,"Corsair case Crystal Series 460X RGBTempered Glass, Compact ATX Mid-Tower","Type of computer case Midi Tower Case type (motherboard type) • MINI ITX• MicroATX• ATX Supported power supply standards ATX Number of internal 2,5\"" bays 3 Number of internal 3,5\"" bays 2 Installed power supply(ies) Nē Maximal qty of power supplies 1 Power supply (supplies) power 0 Watt Type of +12V electric plug Does not concern I/O connectors • 2x USB 3.0• 1x stereo mini-jack (earphones output)• 1x stereo mini-jack (microphone input) Fan(s) speed controller Nē Installed fans qty 3 Maximal qty of fans 6 Width 220 mm Length 440 mm Height 464 mm Number of slots in chassis 7 Pcs Side air duct Nē Tool-free assembly Nē Colour Black Glass",166.9,1320095,,
4018,,Fujifilm Instax Mini Film Rainbow,"10 sheetsInstant film (no processing required)For use in Instax Mini camerasStriking rainbow borderThese portable Instax film cartridges are great to quickly capture moments and share with your friends. Instax Mini film is for all Instax mini cameras and comes in a handy cartridge. It offers stunning instant pictures that you can fit into a purse, wallet or mini photo frame. Instax film ensures sharp, clear reproduction, vivid colour and natural skin tones.",9.50,1374090,,
4019,,replica men Rolex Sky-Dweller 42 mm Oystersteel and white gold m326934-0001,42 mm,118.00,37004308,,
4020,Xerox,Xerox 006R01177 Compatible Magenta Toner Cartridge,Xerox 006R01177 Compatible Magenta Toner CartridgeWhy purchase an OEM (Orginal Equipment Manufacturer) at much higher prices. Deals4toner offers premium quality compatible ink and toner cartridges at great prices that are guaranteed to meet or exceed original ink and toner cartridges in both print quality and page yield. Our Xerox 006R01177 Compatible Magenta Toner Cartridge is manufactured with quality new and recycled components in ISO9001 / ISO14001 certified factories.Deals4toner.com offers a ONE Year satisfaction guarantee from date of purchase and will not void your printer warranty. PRODUCT SPECIFICATIONSCondition CompatibleWarranty One Year from us and will not void your printer warranty.Page Yield 15000 pages @ 5% coverageColor(s) MagentaREPLACES FOLLOWING MFG NUMBERS: 006R01177,69.95,3098499,,
4021,,Johnnie Walker Green Pure Malt (750 ML),"A unique combination of 15 year old single malts giving it a special earthy, natural, and well balanced taste with the signature Johnnie Walker smokiness. This item is available for Gift Wrap when Shipping to CA, AZ or WA.",,1480832,,
4022,,Nikon 300 mm F/4E PF ED VR AF-S,,53990.00,677220,,
4023,,CH-31230-SIL-GG Silver Metal Indoor-Outdoor Stackable Chair by Flash Furniture,,78.78,709914,,
4024,,MASTER TL5 HO 39W 840 G5,,2.84,3613441,,
4025,,Doc Johnson Veined Double Header Dong,"Doc Johnson Veined Double Header DongGet ready for a double dose of fun. Doc Johnson's 18 inch Double Header Dong has a realistic head on each end and a bulging veined shaft for exciting sensations. The dong is flexible for solo play and long enough for partner penetration. Made of latex-free phthalate-free PVC and Available in White and Black. Proudly Made in America.Product Specifications:• Perfect for solo double penetration or for use with a partner• Textured veins• Retains Shape• Firm yet flexible• 18\"" smooth and veined options available• Phthalate-free• Built in America• Color Black• Total Length 18 Inches• Bulk Weight 0.75 kg / 1.65 lbs• Material PVC",5.1E1,181190,,
4026,,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™,"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ is formulated with ubiquinol, a highly bioavailable form of coenzyme Q10 nutrient, and augmented with the adaptogen PrimaVie® shilajit, clinically shown to further increase CoQ10 absorption, promote cardiovascular health, and help restore youthful cellular energy. Benefits at a Glance:Ubiquinol CoQ10 absorbs up to 8 times better than ubiquinone CoQ10Promotes cellular energy production in heart, brain and muscle tissueProvides superior cardiovascular and antioxidant supportPrimaVie® shilajit enhances mitochondrial CoQ10 absorptionCoQ10 for heart health and cellular energyCoQ10 (or coenzyme Q10) is an essential nutrient your body requires for healthy mitochondrial function, a process that produces body energy at the cellular level.1 Because of this, it makes sense that CoQ10 is concentrated in high-energy organs such as your brain,2 liver, kidneys, and (most importantly) your heart.3,4CoQ10 also has powerful antioxidant properties, protecting important proteins5 and mitochondrial DNA6 from oxidative damage.1 Unfortunately, CoQ10 levels in your body deplete over time.Improved bioavailability: ubiquinol and shilajitThe traditional form of CoQ10, ubiquinone, is difficult for the body to absorb. But another form, ubiquinol, has been shown to absorb up to 8 times greater than ubiquinone. That’s why Life Extension offers a highly bioavailable form of ubiquinol CoQ10 in a patented delivery system with superior absorption levels.11Shilajit enhances CoQ10 effectivenessPrimaVie® shilajit is an adaptogen shown to promote mitochondrial metabolism, helping mitochondria convert fats and sugars into ATP — the main source of cellular energy.12-17 When combined with ubiquinol CoQ10, it has been clinically shown to double levels of CoQ10 in the mitochondria.18 Shilajit prolongs CoQ10’s efficacy at the cellular level by stabilizing it in its ubiquinol form19,20 and facilitates greater cellular energy output by improving delivery of CoQ10 into the mitochondria.12-17In middle-aged mice, ubiquinol was up to 40% more effective at slowing measurements of aging compared to ubiquinone.21 In another preliminary study in mice, the combination of CoQ10 and shilajit produced a 56% increase in cellular energy production in the brain — 40% better than CoQ10 alone. Muscle tissue saw a 144% increase, which was 27% better than with CoQ10 by itself.22Breakthrough longevity and cellular energy formulaResearch supports the value of this unique combination of ubiquinol CoQ10 and shilajit. That’s why we’ve created Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™, to create a powerful synergy that supports heart health and youthful cellular energy production better than CoQ10 alone.For younger consumers or people with no known heart health issues, we recommend a daily CoQ10 supplement with at least 100 mg of ultra-absorbable ubiquinol CoQ10. For older customers or those with heart health concerns, we recommend 200 mg of ubiquinol CoQ10 per day. We also offer 50 mg CoQ10 supplements for those who wish to take a lower dose or who wish to spread their CoQ10 intake throughout the day. This supplement contains 100 mg of ubiquinol CoQ10 per softgel.Ratings based on results of the 2019 ConsumerLab.com Survey of Supplement Users. www.consumerlab.com/survey2019.Supplement FactsServing Size 1 softgelAmount Per ServingCalories5Calories from Fat5Total Fat0.5 gUbiquinol (as Kaneka Ubiquinol™)100 mgPrimaVie® Shilajit fulvic acid complex100 mgOther ingredients: sunflower oil, gelatin, glycerin, purified water, beeswax, sunflower lecithin, annatto color.Non-GMOPrimaVie® is a registered trademark of Natreon, Inc.Q+®, Kaneka Ubiquinol™, and the quality seal™ are registered or pending trademarks of Kaneka Corp.Dosage and UseTake one (1) softgel daily with food, or as recommended by a healthcare practitioner.WarningsKEEP OUT OF REACH OF CHILDRENDO NOT EXCEED RECOMMENDED DOSEDo not purchase if outer seal is broken or damaged.When using nutritional supplements, please consult with your physician if you are undergoing treatment for a medical condition or if you are pregnant or lactating.To report a serious adverse event or obtain product information, contact 1-866-280-2852.Dosage and UseTake one (1) softgel daily with food, or as recommended by a healthcare practitioner.These statements have not been evaluated by the Food and Drug Administration.These products are not intended to diagnose, treat, cure, or prevent any disease.This product is not for use by or sale to persons under the age of 18. This product should be used only as directed on the label. It should not be used if you are pregnant or nursing. Consult with a physician before use if you have a serious medical condition or use prescription medications. A Doctor's advice should be sought before using this and any supplemental dietary product. All trademarks and copyrights are property of their respective owners and are not affiliated with nor do they endorse this product. These statements have not been evaluated by the FDA. This product is not intended to diagnose, treat, cure or prevent any disease. Individual weight loss results will vary. By using this site, you agree to follow the Privacy Policy and all Terms & Conditions printed on this site. Void Where Prohibited by Law.",41.85,187912,,
